emr	32604
mco	1059556
cfruy	948401
adi	6281
pgr	80661
met	1099219
ubs	1610520
glncy	1524684
mraay	1450468
hum	49071
aon	315293
olcly	1545460
mrna	1682852
ew	1099800
csuay	1445470
twtr	1418091
lnsty	1439584
hmc	715153
rkt	1805284
wm	823768
spot	1639920
f	37996
viac	813828
phg	313216
epd	1061219
fcx	831259
dnzoy	1446598
regn	872589
snow	1640147
noc	1133421
smfg	1022837
nxpi	1413447
pdrdy	899108
bx	1393818
pbr	1119639
cp	16875
gd	40533
bcmxy	1447011
khc	1637459
vod	839923
ing	1039765
race	1648416
ntoiy	1436791
dow	1751788
mar	1048286
lvs	1300514
kdp	1418135
mnst	865752
itocy	355363
nem	1164727
hnnmy	1396282
relx	929869
dg	29534
tme	1744676
fanuy	1446596
roku	1428439
kmb	55785
trp	1232384
pltr	1321655
cvna	1690820
jmhly	870016
danoy	1048515
amx	1129137
cm	1045520
vnja	1532383
eog	821189
klac	319201
stz	16918
wba	1618921
dash	1792789
lzagy	1446711
itub	1132597
wfafy	1436381
pins	1506293
rost	745732
jci	833444
crary	1279967
crwd	1535527
e	1002242
tel	1385157
tri	1075124
bcs	312069
gld	1222333
eric	717826
psa	1393311
slb	87347
idxx	874716
bce	718940
mfc	1086888
syy	96021
aig	5272
abev	1565025
dd	1666700
ngg	1004315
knyjy	1436793
exc	1109357
docu	1261333
rop	882835
algn	1097149
lyg	1160106
ctsh	1058290
cmi	26172
aep	4904
lulu	1397187
bk	1390777
tal	1499620
aptv	1521332
trow	1113169
biib	875045
cmg	1058090
schyy	1491703
ph	76334
zijmy	1459580
mtch	891103
sxyay	1575851
lu	1816007
lhx	202058
bax	10456
trv	86312
tt	1466258
ahchy	1448987
psx	1534701
mtcpy	1159204
ovchy	1448817
sre	1032208
gwlly	1536278
mchp	827054
dlr	1297996
jshly	879875
veev	1393052
mpc	1510295
hpq	47217
ebay	1065088
cnq	1017413
spg	1063761
lgfry	1554394
ea	712515
info	1598014
crh	849395
aph	820313
mfg	1335730
rblx	1315098
ctas	723254
vwdry	1330306
pru	1137774
bbva	842180
kmi	1506307
vonoy	1652630
a	1090872
pdypy	1627168
ecify	1387438
lyb	1489393
iqv	1478242
bili	1723690
svndy	1359519
cnc	1071739
gis	40704
vivhy	1127055
bbd	1160330
gold	756894
zg	1617640
cdns	813672
hcmly	948696
htht	1483994
ppg	79879
gvdny	1121631
afl	4977
ctva	1755672
snps	883241
chcjy	1495687
hlt	1585689
luv	92380
all	899051
pxd	1038357
dxcm	1093557
ttd	1671933
su	311337
payx	723531
alc	1167379
msci	1408198
alxn	899866
carr	1783180
iff	51253
oaofy	1058255
pcar	75362
cs	1159510
xel	72903
rht	1087423
zbh	1136869
cmaky	1453056
orly	898173
chwy	1766502
vlo	1035002
crbjy	1454471
pton	1639825
tdg	1260221
ibkr	1381197
amady	1502104
adm	7084
panw	1327567
ntr	1725964
oran	1038143
w	1616707
cjpry	1334687
khngy	1451287
csgp	1057352
nwg	844150
hsy	47111
alpmy	1446390
wit	1123799
yum	1041061
stm	932787
vfc	103379
arzgy	1379235
codyy	1012037
asazy	1253493
ccl	815097
well	766704
clpby	1294325
swk	93556
cht	1132924
rok	1024478
ckhuy	1637120
rsg	1060391
dfs	1393612
dal	27904
rng	1384905
msi	68505
lbrda	1611983
slf	1097362
glw	24741
dhi	882184
dboey	1437147
frc	1132979
rdsmy	1339422
wmb	107263
okta	1660134
ftnt	1262039
stt	93751
tyidy	1130894
caj	16988
mck	927653
xlnx	743988
peg	788784
gelyy	1474968
disca	1437107
wltw	1140536
kbcsy	1411133
ejpry	1093028
mrvl	1058057
otis	1781335
trumy	1446672
ame	1037868
vips	1529192
vrsk	1442145
cgemy	1084656
tdoc	1477449
poahy	1450346
rprx	1802768
es	72741
bby	764478
bll	9389
len	920760
azo	866787
u	1810806
swks	4127
dkng	1772757
kkr	1404912
ferg	1832433
wec	783325
sivb	719739
ec	1444406
zto	1677250
oxy	797468
mplx	1552000
sbac	1034054
tu	868675
sgen	1060736
fitb	35527
tsn	100493
mgddy	896076
mga	749098
wcn	1318220
rmd	943819
anss	1013462
fmx	1061736
kr	56873
eqr	906107
bfa	14693
wy	106535
ctryy	1462886
fast	815556
odfl	878927
yahoy	1446437
amp	820027
etp-pc	1161154
dia	1041130
db	1159508
rweoy	939380
mdy	936958
hrl	48465
ashty	1518258
mt	1243429
etsy	1370637
bsbr	1471055
bgne	1651308
tef	814052
avb	915912
cbre	1138118
cprt	900075
cuk	1125259
yumc	1673358
bkr	1701605
dltr	935703
plug	1093691
keys	1601046
zbra	877212
unicy	1095054
siri	908937
egrny	1595085
zlndy	1638747
awk	1410636
ddog	1561550
mtd	1037646
saxpy	1436778
ccep	1650107
zs	1713683
dte	936340
gasny	1269920
grmn	1121788
syf	1601712
cabhf	1436647
ajg	354190
aonny	1300175
expe	1324424
ed	1047862
weicy	1452191
gwlif	850918
rlx	1828365
foxa	1754301
ndaq	1120193
clx	21076
flt	1175454
tscdd	885834
work	1764925
rci	733099
bntx	1776985
ftv	1659166
tcom	1269238
mxim	743316
gctay	1158089
et	1276187
otsky	1544613
nok	924613
o	726728
fojcy	1436740
mkc	63754
mtsfy	1446641
abc	1140859
pcg	1004980
payc	1590955
vmc	1396009
lh	920148
tlk	1001807
oke	1039684
svnly	1448613
yndx	1513845
ryaay	1038683
baesy	895564
rcl	884887
are	1035443
eix	827052
cdw	1402057
iq	1722608
gbery	1179029
xpev	1810997
uri	1067701
stne	1745431
net	1477333
sgsoy	1069347
hes	4447
kmx	1170010
cern	804753
splk	1353283
cncn	1191334
fnv	1456346
exas	1124140
vrsn	1014473
ip	51434
hal	45012
vtr	740260
xp	1787425
ssmxy	1517231
szkmy	1263521
mlm	916076
fms	1333141
tlpfy	1450682
ppl	922224
iac	1800227
ntrs	73124
cnhi	1567094
gmab	1434265
efx	33185
hubs	1404655
akzoy	3124
li	1791706
thlly	1722401
ui	1511737
afrm	1820953
anet	1596532
gww	277135
ix	1070304
smnny	1640117
umc	1033767
rf	1281761
haity	1553473
ir	1699150
cqp	1383650
key	91576
czr	1590895
enph	1463101
cha	1191255
wdc	106040
k	55067
fandy	1454175
ztcoy	1445156
lyft	1759509
mtb	36270
sbhmy	1604982
pkx	889132
nue	73309
ftch	1740915
hznp	1492426
futu	1754581
chd	313927
coup	1385867
gib	1061574
epam	1352010
wst	105770
gnrc	1474735
hpe	1645590
mktx	1278021
hig	874766
qsr	1618756
tfx	96943
cghly	1550635
tsco	916365
frrvy	1438571
ksu	54480
burl	1579298
gsx	1768259
ulta	1403568
aee	1002910
penn	921738
lyv	1335258
fts	1666175
qs	1811414
xm	1747748
dov	29905
nmr	1163653
ttwo	946581
cfg	759944
etr	65984
alsmy	1062066
dish	1001082
coo	711404
fe	1031296
lng	3570
qrvo	1604778
amcr	1748790
mgm	789570
dri	940944
imo	49938
gme	1326380
ppccy	1446747
aes	874761
zi	1794515
kb	1445930
xyl	1524472
suz	909327
ter	97210
cag	23217
ucbjy	1290640
mdb	1441816
nrily	1179493
imbby	1072670
wmg	1319161
rnecy	1246135
trmb	864749
caixy	1535628
alb	915913
ess	920522
holx	859737
nvzmy	1131345
nvr	906163
ctlt	1596783
cicoy	1445161
chu	1113866
ssnc	1402436
stx	1137789
tlsny	1169870
snmry	1437771
incy	879169
lsxma	1560385
ual	100517
cinf	20286
hdely	1400691
exr	1289490
ally	40729
xngsy	1454948
wat	1000697
vtrs	1792044
bio	12208
ce	1306830
snn	845982
wpm	1323404
tru	1552033
cve	1475260
pfg	1126328
hban	49196
gpc	40987
invh	1687229
jbht	728535
bxp	1037540
peak	765880
tw	1758730
expd	746515
cms	811156
cah	721371
br	1383312
txg	1770787
omc	29989
sgioy	1281721
rol	84839
logi	1032975
it	749251
hei	46619
pba	1546066
tyl	860731
pags	1712807
bpy	1545772
whlkf	1449594
j	52988
atus	1702780
podd	1145197
ctxs	877890
wix	1576789
rjf	720005
var	203527
dvn	1090012
tif	98246
chkp	1015922
avtr	1722482
syiey	1444718
cvac	1809122
shg	1263043
sui	912593
iau	1278680
gds	1526125
gdrx	1809519
emn	915389
sonvy	1450681
prdsy	1527249
atasy	1437775
alny	1178670
argx	1697862
akam	1086222
dqjcy	1446597
zlioy	1546084
mkl	1096343
szlmy	1438844
dgx	1022079
wynn	1174922
ckisy	1065989
swgay	1438845
wpp	806968
skm	1015650
bip	1406234
nngry	1690981
on	1097864
elan	1739104
vici	1705696
nipnf	72127
maa	912595
ste	1757898
ttm	926042
ptc	857005
lb	701985
zen	1463172
lumn	18926
iex	832101
fujhy	800364
asx	1122411
avy	8818
acgl	947484
nwsa	1564708
ntap	1002047
agr	1634997
pubgy	1050952
mpwr	1280452
dre	783280
kkpny	1001474
iep	813762
mas	62996
cpb	16732
ben	38777
lbtya	1570585
sqm	909037
tdy	1094285
dt	1773383
sedg	1419612
wab	943452
jxhly	1487533
rnlsy	1416039
tech	842023
nice	1003935
bmrn	1048477
aem	2809
aal	6201
eqh	1333986
wrk	1732845
dpz	1286681
pool	945841
uwmc	1783398
cgnx	851205
crl	1100682
fmc	37785
sbsw	1786909
sbysf	1783546
gh	1576280
clvt	1764046
open	1801169
cjewy	1555574
umicy	1477038
fang	1539838
grfs	1438569
jbaxy	1475011
hwm	4281
ednmy	1581671
xray	818479
ts	1190723
psmmy	1439580
sam	949870
maruy	801645
pki	31791
l	60086
wrb	11544
dvcmy	1163417
alfvy	863344
tsgty	939383
fico	814547
cnpay	1450278
ldos	1336920
abmd	815094
pkg	75677
znh	1041668
szsay	1444147
osh	1564406
entg	1101302
has	46080
sjm	91419
monoy	1583055
cck	1219601
nvcr	1645113
sbny	1288784
ranjy	1112439
bro	79282
ihg	858446
ndvly	800928
mhk	851968
phm	822416
moh	1179929
bntgy	1533945
lkq	1065696
evrg	1711269
kep	887225
ophly	940821
cxo	1358071
cg	1527166
mtuay	1342237
udr	74208
whr	106640
nvax	1000694
cday	1725057
otex	1002638
enia	912505
masi	937556
chrw	1043277
jhx	1159152
lnt	352541
viv	1066119
mos	1285785
gddy	1609711
ppd	1793294
yasky	1559460
cna	21175
fbhs	1519751
mpw	1287865
ndeky	353991
smtoy	95227
aos	91142
mtn	812011
aeoxf	1450280
bch	1161125
kikoy	1446656
smfky	1537547
cgasy	1555207
bsy	1031308
bap	1001290
nlok	849399
coihy	1513977
smg	825542
dar	916540
erie	922621
cgc	1737927
nuan	1002517
cchgy	1558633
amigy	1438930
nly	1043219
teva	818686
xpo	1166003
wpc	1025378
wlk	1262823
txt	217346
fosuy	1462456
tpr	1116132
bwa	908255
bki	1627014
bill	1786352
ggdvy	925428
sna	91440
fds	1013237
zlab	1704292
cree	895419
gjnsy	1531384
pwr	1050915
chgg	1364954
ffiv	1048695
lw	1679273
lnc	59558
wb	1595761
fnf	1331875
bsac	1027552
cnp	1130310
avlr	1348036
iktsy	1444714
ndsn	72331
abmrf	1784384
siely	1453732
uhal	4457
hst	1070750
cx	1076378
dva	927066
athm	1527636
bhc	885590
ato	731802
ivz	914208
aap	1158449
vedl	1370431
kotmy	1543727
rpm	110621
ntco	1776967
stbfy	1587200
ipg	51644
ggg	42888
jkhy	779152
uhs	352915
smmyy	1551402
teck	886986
xyigy	1508669
wish	1822250
bg	1144519
gps	39911
run	1469367
clr	732834
frfhf	915191
rmyhy	1636804
lpla	1397911
els	895417
ahexy	1446251
cea	1030475
cboe	1374310
cabo	1632127
ipgp	1111928
lea	842162
lii	1069202
gfl	1780232
ysg	1819580
appn	1441683
iliay	1570932
bep	1533232
ttc	737758
trex	1069878
pltk	1828016
kc	1795589
ipxhy	1309035
bah	1443646
znga	1439404
nwl	814453
nclh	1513761
ewbc	1069157
fivn	1288847
curlf	1756770
qgen	1015820
irm	1020569
ozon	1822829
apo	1411494
cf	1324404
shmay	1555379
lad	1023128
hrgly	1528651
tpl	1811074
alle	1579241
armk	1584509
efgsy	1445153
gl	320335
emraf	1127248
morn	1289419
wtrg	78128
bbio	1743881
wynmy	1480134
dox	1062579
rgen	730272
stld	1022671
five	1177609
aeg	769218
mlco	1381640
hubb	48898
cheoy	1453930
tap	24545
wsm	719955
agco	880266
dbx	1467623
rdy	1135951
reg	910606
cpt	906345
azpn	929940
wu	1365135
pen	1321732
japsy	318269
estc	1707753
afg	1042046
mmp	1126975
re	1095073
oled	1005284
nrg	1013871
bfam	1437578
pnr	77360
dlb	1308547
mcfe	1783317
ach	1161611
levi	94845
cma	28412
lnegy	1437041
glpi	1575965
amh	1562401
bldr	1316835
pega	1013857
wal	1212545
aseky	1450206
mro	101778
sjr	932872
pcty	1591698
uelmo	100826
fhn	36966
ubsfy	1446702
kof	910631
st	1477294
shcay	800840
mrtx	1576263
ath	1527469
chdn	20212
mdiby	1379481
lamr	1090425
wilyy	1436673
sklz	1801661
fnd	1507079
zion	109380
rs	861884
dnb	1799208
vst	1692819
ssl	314590
wex	1309108
ua	1336917
rh	1528849
au	1067428
hsic	1000228
crsp	1674416
midd	769520
iclr	1060955
prah	1613859
ksryy	1668501
nlsn	1492633
wso	105016
aqn	1174169
mgp	1656936
yy	1530238
cbsh	22356
cms-pb	201533
rdeiy	1438654
jazz	1232524
kl	1713443
acsay	1448375
mrvi	1823239
brkr	1109354
atr	896622
clpxy	1490083
kss	885639
y	775368
axon	1069183
vno	899689
acm	868857
rl	1037038
sgpyy	1253494
slfpy	1370418
oc	1370946
deck	910521
jll	1037976
gntx	355811
rp	1286225
oukpy	1436786
ver	1507385
mksi	1049502
gbtc	1588489
pnw	764622
rga	898174
agnc	1423689
flex	866374
ebr	1439124
ccozy	1398879
cold	1455863
stor	1538990
bynd	1655210
klycy	1449614
iaugy	1206571
asgly	7646
usfd	1665918
abcl	1703057
ohi	888491
ni	1111711
rhi	315213
h	1468174
seic	350894
grpty	1395167
tokuy	1131652
ntra	1604821
pso	938323
ai	1577526
nbix	914475
ugi	884614
rohcy	1442653
gwre	1528396
fate	1434316
csl	790051
amed	896262
nyt	71691
surry	1556607
alv	1034670
kgc	701818
arcc	1287750
aci	1646972
zayo	1608249
kim	879101
hegiy	1449217
sommy	1409236
slv	1330568
wes	1423902
eeft	1029199
rnr	913144
pii	931015
prymy	1437672
frt	34903
alk	766421
fvrr	1762301
sid	1049659
sc	1580608
iphi	1160958
cib	1071371
jsgry	1442656
apa	1841666
glob	1557860
cpri	1530721
dnfgy	1454473
lazr	1758057
jnpr	1043604
gfi	1172724
phys	1477049
bery	1378992
plan	1540755
aiz	1267238
rare	1515673
ares	1176948
fslr	1274494
krc	1025996
jef	96223
sci	89089
g	1398659
voya	1535929
clf	764065
fcnca	798941
chpt	1777393
wfg	1402388
fsly	1517413
dseey	1481045
cien	936395
cone	1553023
trgp	1389170
cae	1173382
pbct	1378946
shc	1822479
angi	1705110
ehc	785161
icl	941221
xlrn	1280600
smar	1366561
osk	775158
tdhoy	1288098
arw	7536
tiscy	773917
asnd	1612042
iaa	1745041
dci	29644
pfgc	1618673
bc	14930
cog	858470
iivi	820318
furcf	1559444
isuzy	763665
wms	1604028
vac	1524358
warfy	901684
nvta	1501134
manh	1056696
hii	1501585
tixt	1825155
site	1650729
casy	726958
tpx	1206264
synh	1610950
itt	216228
nnn	751364
asomy	1492075
nfe	1749723
cube	1298675
bepc	1791863
pvh	78239
atdry	1647435
mbt	1115837
sjmhy	1599962
oscr	1568651
wwd	108312
shwgy	1505223
tho	730263
dxc	1688568
vlpny	1378984
bmrry	1671235
knx	1492691
mnso	1815846
ggb	1073404
tcf	19612
ions	874015
omf	1584207
aval	1504764
see	1012100
bmbl	1830043
mstr	1050446
vrt	1674101
spce	1706946
pfpt	1212458
mat	63276
leco	59527
arwr	879407
ttek	831641
pb	1068851
tx	1342874
rdfn	1382821
an	350698
flir	354908
shpmy	1570300
clzny	1366235
snv	18349
cfr	39263
uthr	1082554
mtz	15615
ovv	1792580
tol	794170
dnli	1714899
plnt	1637207
hllgy	1674534
kajmy	1446660
cnxc	1803599
axta	1616862
rgld	85535
paa	1070423
hmtly	353990
pe	1594466
trip	1526520
rcm	1472595
chng	1756497
ffin	36029
aer	1378789
bldp	1453015
hrc	47518
azek	1782754
che	19584
dada	1793862
psxp	1572910
exel	939767
hbi	1359841
rtmvy	1516536
suopy	1347141
lspd	1823306
crcby	1553915
htcmy	1446648
colm	1050797
sf	720672
pnfp	1115055
byd	906553
jbl	898293
lpl	1290109
apps	317788
fsr	1720990
cacc	885550
stwd	1465128
bncdy	1667075
srpt	873303
coty	1024305
mp	1801368
pag	1019849
shtdy	1556605
itvpy	1283708
bld	1633931
four	1794669
hfc	48039
cd	1807192
tuify	1342875
xec	1168054
txrh	1289460
airc	1820877
gwph	1351288
tfii	1588823
wrtby	1436771
bl	1666134
bsmx	1698287
fsv	1637810
post	1530950
nxst	1142417
bgaoy	1325378
ori	74260
sgfy	1828182
leg	58492
bokf	875357
tgtx	1001316
adt	1703056
gtbif	1795139
roymy	1592438
aacay	1447647
paas	771992
mituy	1446420
nov	1021860
dooo	1748797
fupby	1534043
kod	1468748
woof	1826470
msa	66570
lfus	889331
lsi	944314
lite	1633978
oge	1021635
dks	1089063
expi	1495932
tmx	1428875
cciv	1811210
wf	1264136
allk	1564824
gwr	1012620
rykky	1592049
frpt	1611647
ccj	1009001
nvst	1757073
ocft	1780531
hqy	1428336
cakfy	1446707
wh	1722684
hun	1307954
son	91767
jblu	1158463
srcl	861878
gmed	1237831
mdu	67716
nkla	1731289
rexr	1571283
grub	1594109
cdk	1609702
ssb	764038
slab	1038074
lstr	853816
shmuy	1564228
faf	1472787
pacb	1299130
ncno	1566895
twst	1581280
ingr	1046257
eme	105634
ard	1689662
reyn	1786431
mpfry	1417695
hocff	1450349
felty	1447250
vopky	1452188
brx	1581068
diisy	1563255
bpop	763901
ppc	802481
tkr	98362
gbci	868671
cohr	21510
wsc	1647088
hae	313143
qtwo	1410384
hwdjy	1563177
rba	1046102
skx	1065837
amg	1004434
sekey	1261759
ogfgy	845033
vir	1706431
slm	1032033
bj	1531152
pac	1347557
hta	1360604
unm	5513
mrwsy	1446128
pri	1475922
dct	1160951
eslt	1027664
phi	78150
aa	1675149
jwn	72333
brks	933974
gil	1061894
rxn	1439288
cmhhy	1446751
yeti	1670592
fl	850209
thc	70318
olli	1639300
nycb	910073
huya	1728190
chh	1046311
api	1802883
tfsl	1381668
rbc	82811
esgr	1363829
pstg	1474432
bb	1070235
bwxt	1486957
halo	1159036
dei	1364250
saia	1177702
iart	917520
clgx	36047
lhcg	1303313
vrns	1361113
osagy	1603194
lmnd	1691421
nari	1531048
upwk	1627475
acc	1283630
medp	1668397
ayx	1689923
lscc	855658
insp	1609550
foxf	1424929
cfx	1420800
brthy	14595
caci	16058
evr	1360901
fr	921825
nep	1603145
shls	1831651
ozk	1569650
adpt	1478320
x	1163302
apha	1733418
hele	916789
ely	837465
vly	714310
enggy	1446294
bpmc	1597264
dufry	1546354
al	1487712
hog	793952
malry	1537280
gtls	892553
prgo	1585364
kt	892450
nati	935494
ntnx	1618732
tnet	937098
man	871763
orcc	1655888
spwr	867773
egp	49600
hlf	1180262
qdel	353569
wbs	801337
cybr	1598110
exp	918646
irdm	1418819
tndm	1438133
omcl	926326
amwl	1393584
dq	1477641
psth	1811882
onem	1404123
tcnnf	1754195
glpg	1421876
ads	1101215
allo	1737287
jhg	1274173
tnl	1361658
aemmy	1437776
lpx	60519
neo	1077183
hnp	929058
snphy	1501108
npsky	354470
cnvvy	1694271
virt	1592386
kmpr	860748
hhc	1498828
ash	1674862
saic	1571123
cr	25445
jcom	1084048
timb	1826168
qrtea	1355096
avir	1593899
mms	1032220
dava	1656081
oln	74303
pk	1617406
mzday	1447122
cuz	25232
xrx	1770450
m	794367
dsgx	1050140
fls	30625
fcel	886128
shlx	1610466
amkr	1047127
eqt	33213
kzmyy	1438929
gfszy	1438927
swi	1739942
vnt	1786842
uso	1327068
dcp	1338065
enic	1659939
ubsi	729986
stag	1479094
tptx	1595893
fizz	69891
nkrky	1436790
vmi	102729
slg	1040971
sfix	1576942
upchy	1447772
rli	84246
meggy	1487786
ektay	1451160
mgni	1595974
expo	851520
spr	1364885
achc	1520697
crox	1334036
asan	1477720
sepjy	1518521
asgn	890564
esi	1590714
sdgr	1490978
mxchy	1435969
lanc	57515
shak	1620533
nvro	1444380
ldi	1831631
goos	1690511
asr	1123452
sana	1770121
snx	1177394
fhtf	1764443
msm	1003078
cit	1171825
aeo	919012
esnt	1448893
iova	1425205
asmvy	1447945
flo	1128928
wk	1445305
clh	822818
beam	1745999
cw	26324
sabr	1597033
nvt	1720635
chx	1723089
cor	1490892
sail	1627857
appf	1433195
bzzuy	1437774
src	1308606
powi	833640
unf	717954
ccmp	1102934
ayi	1144215
tkc	1071321
shi	908732
feye	1370880
hxl	717605
ensg	1125376
lope	1434588
gshd	1726978
ora	1296445
algm	866291
ida	1057877
ncr	70866
ebs	1367644
evbg	1437352
be	1664703
vvv	1674910
sono	1314727
roll	1324948
pbsfy	1137849
ftdr	1727263
sem	1320414
btg	1429937
tdc	816761
msgs	1636519
bhvn	1689813
gtes	1718512
kbr	1357615
pacw	1102112
alsn	1411207
ssd	920371
abcm	1492074
lpro	1806201
bcauy	891765
ahco	1725255
slgn	849869
bxmt	1061630
gpk	1408075
aciw	935036
hlne	1433642
thg	944695
prsp	1724670
hli	1302215
zhuzy	1556616
ryn	52827
adrzy	1436467
vrm	1580864
stn	1131383
bbavy	1399224
homb	1331520
syna	817720
amrs	1365916
umbf	101382
wen	30697
tsuky	702257
am	1623925
drvn	1804745
nomd	1651717
car	723612
rhp	1040829
cbpo	1369868
pfsi	1745916
sigi	230557
rnmby	1450345
sgms	750004
wtfc	1015328
wcc	929008
nfg	70145
lesl	1821806
stl	1070154
hiw	921082
hasi	1561894
jbt	1433660
novt	1076930
seb	88121
isday	1224306
altr	1701732
bku	1504008
vnet	1508475
nrz	1556593
wwe	1091907
arna	1080709
cc	1627223
tv	912892
awi	7431
hain	910406
krnt	1625791
avnt	1122976
apnhy	1454177
neog	711377
nea	1195737
kbh	795266
laz	1311370
crus	772406
kwr	81362
sage	1597553
doyu	1762417
nav	808450
celh	1341766
mtg	876437
can	1780652
chk	895126
axs	1214816
alrm	1459200
tcbi	1077428
sndr	1692063
slqt	1794783
yueiy	1444719
dm	1754820
mpln	1793229
rdn	890926
bak	1071438
jbgs	1689796
neu	1282637
cvet	1752836
fcn	887936
acad	1070494
icui	883984
jobs	1295484
mdla	1540184
smtc	88941
sdc	1775625
tgna	39899
cbu	723188
he	354707
arry	1820721
bcpc	9326
sbs	1170858
mdc	773141
rxt	1810019
reta	1358762
frog	1800667
auy	1264089
hpp	1482512
ppbi	1028918
cldr	1535379
ttec	1013880
gt	42582
bigc	1626450
ufpi	912767
wdfc	105132
jamf	1721947
tenb	1660280
lysdy	1444327
mtsi	1493594
thkly	1443275
hr	899749
pinc	1577916
pnm	1108426
fnb	37808
adc	917251
tlry	1731348
por	784977
inov	1619954
cigi	913353
algt	1362468
wygpy	1450021
iipr	1677576
ens	1289308
apls	1492422
vicr	751978
maury	62919
tigo	912958
bco	78890
six	701374
bkh	1130464
rpd	1560327
r	85961
staa	718937
wts	795403
cert	1827090
ay	1601072
psb	866368
tpdky	1436652
aimc	1374535
trtn	1660734
qfin	1741530
kex	56047
umpq	1077771
gra	1045309
nova	1772695
cbrl	1067294
nktr	906709
apam	1517302
affs	1365555
ntla	1652130
apg	1796209
kurry	1446655
rezi	1740332
pgny	1551306
msp	1724570
hcm	1648257
atc	1762459
gulry	1449218
cef	1726122
gkos	1192448
ptct	1070081
aeis	927003
insm	1104506
ogs	1587732
fti	1681459
pdce	77877
irtc	1388658
safe	1688852
wimhy	1451554
njr	356309
amba	1280263
knsl	1669162
fhb	36377
seas	1564902
swx	1692115
aaon	824142
qts	1577368
avt	8858
ccxi	1340652
hi	1417398
rrr	1653653
bhf	1685040
upst	1647639
crnc	1768267
mlluy	1485888
cpa	1345105
qlys	1107843
riot	1167419
trno	1476150
ab	825313
cri	1060822
tmhc	1562476
wor	108516
eye	1710155
newr	1448056
jmia	1756708
hwc	750577
boh	46195
posh	1825480
dan	26780
psn	275880
env	1337619
sbra	1492298
sr	1126956
adnt	1670541
hrb	12659
imab	1778016
cwk	1628369
wns	1356570
livn	1639691
lpsn	1102993
igt	1619762
ocdx	1828443
spsc	1092699
becn	1124941
mrcy	1049521
itri	780571
eght	1023731
ifs	1615903
